26	1	\N	1425541980	665	На областной благотворительный счет «Победа» поступили первые взносы		В Томской области открыт и действует специальный счет для сбора благотворительных пожертвований в адрес ветеранов. \r\n\r\nКурирует состояние счета, принимает заявления от ветеранов на материальную помощь из благотворительных средств и организует заседания комиссии по распределению средств департамент социальной защиты населения Томской области вместе с общественными объединениями ветеранов.\r\n\r\nНа счет начали поступать первые взносы от благотворителей. Их перечислили частные лица, жители Томска и Томского района. Традиционно пик поступлений в фонд «Победа» приходится на предпраздничные дни — последнюю неделю апреля и начало мая.\r\n\r\nНапомним, за 2014 год на счет «Победа» в Томской области поступило 400 тысяч коллективных и индивидуальных взносов, помощь получили 47 ветеранов. Рекордная сумма была собрана в фонд в год 65-летия Победы: в 2010-м за счет 5,6 млн рублей, перечисленных томичами на благотворительный счет, удалось помочь 600 ветеранам.\r\n\r\nБанковские реквизиты Томского областного благотворительного счета «Победа»\r\n\r\nПолучатель: Областное государственное автономное учреждение «Комплексный центр социального обслуживания населения Томской области» (официальное сокращенное наименования ОГАУ «КЦСОН ТО»)\r\n\r\nБанк получателя: Томское ОСБ № 8616 г. Томск\r\n\r\nИНН 7018016082\r\n\r\nКПП 701701001\r\n\r\nБИК 046902606\r\n\r\nР/с 40603810164000000056\r\n\r\nК/с 30101810800000000606\r\n\r\nНазначение платежа (указать обязательно): пожертвования на областной благотворительный счет «Победа».	1	78		\N	1	\N	1
21	1	1	1425536494	642	Заявки на участие в Science Slam на форуме U-NOVUS принимаются до 6 апреля		<p style="text-align: justify;">Желающие участвовать в слэме должны отправить заявку с кратким описанием своей исследовательской работы (вуз, факультет, специальность, тема, суть исследования) и двухминутный видеоролик-презентацию. Критерии отбора заявок &mdash; доступность изложения и креативность.</p>\r\n\r\n<p style="text-align: justify;">По результатам работы жюри шесть молодых ученых Томска будут приглашены на трехдневный семинар по методике научной коммуникации, где им будут представлены креативные техники и методы подачи информации. Также для каждого слэмера будет проводиться индивидуальный коучинг по технике презентации. Семинар-тренинг для слэмеров пройдет с 1 по 3 апреля.</p>\r\n\r\n<p style="text-align: justify;">Научный слэм &mdash; это конкурс представления научных работ доступным языком широкой публике. То, о чем молодые ученые обычно говорят только на научных конференциях и университетских семинарах, будет представлено на большой сцене в неформальной обстановке. В распоряжении каждого участника всего десять минут, чтобы рассказать о своем исследовании понятно, увлекательно и с юмором. Приветствуются всевозможные дисциплины и самые разные формы представления (презентация Power Point или рэп-исполнение, танец или свободное выступление с любым реквизитом и т.д.).</p>\r\n\r\n<p style="text-align: justify;">Science Slam состоится в рамках форума молодых ученых U-NOVUS, который пройдет в Томской области в мае 2015 года.</p>\r\n\r\n<p style="text-align: justify;">Заявки присылать на Tomsk-slam@yandex.ru</p>\r\n\r\n<p style="text-align: justify;">&nbsp;</p>\r\n\r\n<p style="text-align: justify;"><strong>Форум U-NOVUS &mdash; коммуникационная, дискуссионная и креативная площадка для молодых ученых, изобретателей, предпринимателей в инновационной сфере &mdash; пройдет в Томске в мае 2015 года. Организаторы форума &mdash; Администрация Томской области, оператор форума &mdash; Национальный исследовательский Томский политехнический университет.</strong></p>\r\n\r\n<p>&nbsp;</p>\r\n\r\n<p>&nbsp;</p>\r\n	1	0		498	1	\N	1
30	1	1	1426265700	1341	Томские университеты провели презентацию своих программ в Колпашеве	Девять томских университетов представили свои образовательные программы и рассказали о правилах приемной кампании в 2015 году школьникам Колпашевского района. Мероприятие организовал областной департамент по высшему профессиональному образованию.	<p><em>Девять томских университетов представили свои образовательные программы и&nbsp;рассказали о&nbsp;правилах приемной кампании в&nbsp;2015 году школьникам Колпашевского района. Мероприятие организовал областной департамент по&nbsp;высшему профессиональному образованию.</em></p>\r\n\r\n<p>&laquo;На встречу с&nbsp;представителями томских вузов пришли более 120&nbsp;учеников&nbsp;11-х&nbsp;классов Колпашева. Самый большой интерес школьники проявили к&nbsp;ТУСУРу, на&nbsp;втором месте &mdash; ТГУ, на&nbsp;третьем &mdash; ТГПУ&raquo;, &mdash; рассказал начальник департамента Алексей Пушкаренко.</p>\r\n\r\n<p>В&nbsp;онлайн-режиме&nbsp;представители университетов связались со&nbsp;школьниками из&nbsp;отдаленных сел&nbsp;Колпашевского района &mdash; Большой Саровки, Озерного, Чажемто, Инкина &mdash; и&nbsp;ответили на&nbsp;их вопросы о&nbsp;поступлении.</p>\r\n\r\n<p>&laquo;Раньше в&nbsp;район приезжали представители то&nbsp;одного, то&nbsp;другого университета, а&nbsp;в этот раз&nbsp;у&nbsp;наших детей была возможность задать вопросы представителям сразу всех томских вузов. Радует, что&nbsp;наши&nbsp;11-классники&nbsp;заинтересовались ТГПУ: педагогические кадры &mdash; это&nbsp;наше будущее&raquo;, &mdash; рассказала начальник управления образования администрации Колпашевского района Светлана Браун.</p>\r\n\r\n<p>Алексей Пушкаренко провел рабочее совещание с&nbsp;заместителем главы Колпашевского района по&nbsp;социальным вопросам Алексеем Щукиным и&nbsp;начальником управления образования.</p>\r\n\r\n<p>&laquo;Средняя зарплата педагога в&nbsp;Колпашевском районе составляет 38&nbsp;тысяч рублей, однако желающих вернуться на&nbsp;работу в&nbsp;школы после окончания вузов не&nbsp;так много. Основной причиной дефицита кадров является отсутствие возможностей для&nbsp;переезда в&nbsp;район семейных пар, когда оба&nbsp;могут работать преподавателями. Мы&nbsp;проведем анкетирование среди студентов третьего курса ТГПУ, при&nbsp;каких условиях они&nbsp;будут готовы работать в&nbsp;школах муниципальных образований&raquo;, &mdash; сообщил Алексей Пушкаренко.</p>\r\n	1	0		639	1	1426352100	0
31	1	1	1426352340	1343	Томичи соберутся на митинг в память о событиях на острове Даманском	В воскресенье, 15 марта, в 12 часов у мемориального комплекса погибшим в Афганистане и других локальных конфликтах (пр. Мира, 19) пройдет памятный митинг с возложением цветов, посвященный 46-летней годовщине событий на острове Даманском. 	<p><em>В воскресенье, 15&nbsp;марта, в&nbsp;12 часов у&nbsp;мемориального комплекса погибшим в&nbsp;Афганистане и&nbsp;других локальных конфликтах (пр. Мира, 19) пройдет памятный митинг с&nbsp;возложением цветов, посвященный&nbsp;46-летней&nbsp;годовщине событий на&nbsp;острове Даманском.&nbsp;</em></p>\r\n\r\n<p>Советско-китайский&nbsp;пограничный конфликт на&nbsp;острове Даманском 2&nbsp;и 15&nbsp;марта 1969 года считается самым крупным вооруженным столкновением в&nbsp;современной истории России и&nbsp;Китая. В&nbsp;ходе инцидента советские войска потеряли убитыми и&nbsp;умершими от&nbsp;ран 58&nbsp;человек, потери китайской стороны составляют, по&nbsp;разным оценкам, от&nbsp;100 до&nbsp;300 человек.&nbsp;</p>\r\n	1	0	40-летию со дня событий на острове Даманский посвящается	640	1	1426352340	0
32	1	1	1426266060	1344	Томский симфонический оркестр впервые сыграет тяжелый рок	В воскресенье, 15 марта, в 19 часов в Большом концертном зале Томской филармонии (пл. Ленина,12-а) Томский академический симфонический оркестр сыграет тяжелый рок совместно с группой Scream Inc, которая является официальным трибьют-бэндом легендарной рок-группы Metallica. 	<p><em>В воскресенье, 15&nbsp;марта, в&nbsp;19 часов в&nbsp;Большом концертном зале Томской филармонии (пл. Ленина,12-а) Томский академический симфонический оркестр сыграет тяжелый рок&nbsp;совместно с&nbsp;группой Scream Inc, которая является официальным&nbsp;трибьют-бэндом&nbsp;легендарной&nbsp;рок-группы&nbsp;Metallica.&nbsp;</em></p>\r\n\r\n<p>Для томского симфонического это&nbsp;первый опыт исполнения тяжелой&nbsp;рок-музыки. Ранее филармония презентовала проекты, в&nbsp;рамках которых оркестр играл мелодии из&nbsp;компьютерных игр&nbsp;и&nbsp;телефонных рингтонов, а&nbsp;в конце марта запланирован творческий вечер Нины Шацкой и&nbsp;Ольги Кабо в&nbsp;сопровождении томского оркестра.</p>\r\n	1	0	Государственная филармония, БКЗ	641	1	1426352460	0
33	55	1	1426426380	1453	Рыба не мясо	ладимир Путин сегодня вместе с остальными россиянами посмотрит фильм о присоединении Крыма к России	<p><span style="font-size:14px"><span style="color:rgb(34, 34, 34)">Владимир Путин сегодня вместе с остальными россиянами посмотрит фильм о присоединении Крыма к России. Как сообщил пресс-секретарь президента Дмитрий Песков, окончательной версии телефильма &quot;Крым &ndash; путь на родину&quot;. Глава государства ещё не видел. Впрочем, с общим замыслом он знаком, поскольку давал интервью. Оно вошло в эту ленту.</span></span></p>\r\n	1	0	Путин СИЛА !!!	764	1	1426426860	0
34	1	1	1426662480		проверка	ккк	<p>ккк</p>\r\n	1	0	ккк	903	1	1426662480	1
35	1	1	1425995580	1590	Работает областная «горячая линия» по вопросам нарушения трудовых прав	Горячая линия	<p><em>В департаменте труда и&nbsp;занятости населения Томской области работает &laquo;горячая линия&raquo; по&nbsp;вопросам нарушения трудовых прав (задолженность по&nbsp;выплате заработной платы, работа без&nbsp;заключения трудового договора, выплата заработной платы ниже минимальной и&nbsp;др.).&nbsp;</em></p>\r\n\r\n<p>&laquo;Горячая линия&raquo; работает ежедневно в&nbsp;будние дни&nbsp;с&nbsp;9 до&nbsp;18 часов по&nbsp;телефону 8&nbsp;(3822)&nbsp;56&ndash;25&ndash;05. Конфиденциальные обращения принимаются.&nbsp;</p>\r\n	1	0		906	1	1426686840	0
36	1	1	1426686900	1591	Областная комиссия рассмотрела меры по поддержке рынка труда и контролю цен на лекарства	Состоялось очередное заседание комиссии по обеспечению устойчивого социально-экономического развития Томской области. 	<p><em>Состоялось очередное заседание комиссии по&nbsp;обеспечению устойчивого&nbsp;социально-экономическогоразвития Томской области.&nbsp;</em></p>\r\n\r\n<p>Руководители отраслевых рабочих групп доложили о&nbsp;текущей ситуации на&nbsp;рынке труда, мониторинге цен&nbsp;на&nbsp;лекарства, возможностях получения дополнительных средств из&nbsp;федерального бюджета.</p>\r\n\r\n<p>Так, Томская область подготовит заявку на&nbsp;финансирование мероприятий по&nbsp;поддержке рынка труда в&nbsp;рамках средств, выделенных на&nbsp;эти цели Федерацией. По&nbsp;состоянию на&nbsp;1 марта уровень регистрируемой безработицы в&nbsp;регионе составил 1,66 % от&nbsp;численности экономически активного населения. При&nbsp;этом, как&nbsp;сообщил на&nbsp;заседании комиссии заместитель губернатора по&nbsp;промышленной политике Леонид Резников, на&nbsp;промпредприятиях не&nbsp;зафиксированы случаи массового высвобождения работников, связанные с&nbsp;неблагоприятными явлениями в&nbsp;экономике.</p>\r\n\r\n<p>По данным мониторинга, который ведется в&nbsp;78 аптечных организациях, размер розничной надбавки на&nbsp;жизненно необходимые и&nbsp;важнейшие лекарственные препараты&nbsp; (ЖНВЛП) в&nbsp;Томской области не&nbsp;превышает установленного уровня в&nbsp;28,57 %. Минимальные надбавки установлены в&nbsp;сети губернских аптек. Для&nbsp;недопущения необоснованного роста цен&nbsp;внутренний аудит также ведет Томская ассоциация аптечных сетей.</p>\r\n\r\n<p>Начальник областного департамента по&nbsp;высшему профессиональному образованию Алексей Пушкаренко сообщил, что&nbsp;в&nbsp;томских вузах отсутствуют факты задержки выплаты стипендий.</p>\r\n	1	0	Цены на лекарство	907	1	1426686900	0
37	1	1	1426686960	1592	Томская область и Крым активно сотрудничают в научно-образовательной сфере	Сегодня, 18 марта, митингом-концертом «Мы вместе!», который начнется в 17 часов на площади Новособорной, томичи отметят годовщину воссоединения России и Крыма. Томскую область, Республику Крым и город Севастополь, вошедший после референдума в марте 2014 года в состав России, связывает активное сотрудничество в научно-образовательной сфере. 	<p>Томский государственный университет установил партнерские отношения с&nbsp;Крымским государственным медицинским университетом им.&nbsp;С.И.&thinsp;Георгиевского, а&nbsp;кафедра оценки и&nbsp;управления собственностью Высшей школы бизнеса ТГУ&nbsp;в&nbsp;2014 году провела обучение оценщиков Крыма по&nbsp;программе профессиональной переподготовки &laquo;Оценка стоимости предприятия&raquo;. Осенью 2015 года планируется обучить еще&nbsp;одну группу слушателей на&nbsp;базе Севастопольского регионального отделения Российского общества оценщиков.</p>\r\n\r\n<p>Студенты Института инноватики ТУСУРа проходили в&nbsp;2014 году учебную практику в&nbsp;Крыму. Они, в&nbsp;частности, посетили Севастопольский технологический и&nbsp;ядерный университеты, а&nbsp;также встретились с&nbsp;представителями томской компании &mdash; участниками&nbsp;IT-кластера&nbsp;&laquo;Интервеб&raquo;, организовавшими в&nbsp;Севастополе&nbsp;коворкинг-центр. Достигнута договоренность о&nbsp;размещении части их&nbsp;севастопольской инициативы на&nbsp;территории технологического&nbsp;бизнес-инкубатора&nbsp;ТУСУРа. Это&nbsp;должно стать единым&nbsp;томско-севастопольским&nbsp;пространством для&nbsp;разработки и&nbsp;реализацииIT-проектов.</p>\r\n\r\n<p>В настоящее время ведутся переговоры о&nbsp;сотрудничестве в&nbsp;сфере дистанционного обучения между ТУСУРом и&nbsp;Севастопольским национальным университетом ядерной энергии и&nbsp;промышленности.</p>\r\n\r\n<p>Томский государственный педагогический университет планирует развивать сотрудничество по&nbsp;обеспечению педагогическими кадрами из&nbsp;числа своих студентов оздоровительных смен в&nbsp;лагерях Крыма и&nbsp;Севастополя. В&nbsp;перспективе вуз&nbsp;готовится подписать договоры о&nbsp;сотрудничестве с&nbsp;крымскими образовательными организациями, работающими в&nbsp;сфере подготовки педагогических кадров.</p>\r\n	1	0	Крым Наш !	908	1	1426687080	0
\.


