2	main_news	Основные новости	0
3	auto_generated_news_category_pageId_390	Категория для страницы "390"	0
4	auto_generated_news_category_pageId_391	Категория для страницы "391"	0
5	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
6	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
7	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
8	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
9	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
10	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
11	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
12	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
13	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
14	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
15	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
16	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
17	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
18	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
19	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
20	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
21	auto_generated_news_category_pageId_328	Категория для страницы "328"	0
22	auto_generated_news_category_pageId_289	Категория для страницы "289"	0
23	auto_generated_news_category_pageId_122	Категория для страницы "122"	0
24	auto_generated_news_category_pageId_271	Категория для страницы "271"	0
25	auto_generated_news_category_pageId_223	Категория для страницы "223"	0
26	auto_generated_news_category_pageId_227	Категория для страницы "227"	0
27	auto_generated_news_category_pageId_135	Категория для страницы "135"	0
28	auto_generated_news_category_pageId_4	Категория для страницы "4"	0
29	auto_generated_news_category_pageId_10	Категория для страницы "10"	0
30	auto_generated_news_category_pageId_6	Категория для страницы "6"	0
31	auto_generated_news_category_pageId_392	Категория для страницы "392"	0
32	auto_generated_news_category_pageId_393	Категория для страницы "393"	0
33	auto_generated_news_category_pageId_290	Категория для страницы "290"	0
34	auto_generated_news_category_pageId_123	Категория для страницы "123"	0
35	auto_generated_news_category_pageId_326	Категория для страницы "326"	0
36	auto_generated_news_category_pageId_307	Категория для страницы "307"	0
37	auto_generated_news_category_pageId_308	Категория для страницы "308"	0
38	auto_generated_news_category_pageId_115	Категория для страницы "115"	0
39	auto_generated_news_category_pageId_114	Категория для страницы "114"	0
40	auto_generated_news_category_pageId_125	Категория для страницы "125"	0
41	auto_generated_news_category_pageId_5	Категория для страницы "5"	0
42	auto_generated_news_category_pageId_3	Категория для страницы "3"	0
43	auto_generated_news_category_pageId_173	Категория для страницы "173"	0
44	auto_generated_news_category_pageId_323	Категория для страницы "323"	0
45	auto_generated_news_category_pageId_8	Категория для страницы "8"	0
46	auto_generated_news_category_pageId_394	Категория для страницы "394"	0
47	auto_generated_news_category_pageId_395	Категория для страницы "395"	0
48	auto_generated_news_category_pageId_396	Категория для страницы "396"	0
49	auto_generated_news_category_pageId_397	Категория для страницы "397"	0
50	auto_generated_news_category_pageId_398	Категория для страницы "398"	0
51	auto_generated_news_category_pageId_399	Категория для страницы "399"	0
52	auto_generated_news_category_pageId_400	Категория для страницы "400"	0
53	auto_generated_news_category_pageId_2	Категория для страницы "2"	0
54	auto_generated_news_category_pageId_11	Категория для страницы "11"	0
55	auto_generated_news_category_pageId_15	Категория для страницы "15"	0
56	auto_generated_news_category_pageId_9	Категория для страницы "9"	0
57	auto_generated_news_category_pageId_77	Категория для страницы "77"	0
58	auto_generated_news_category_pageId_7	Категория для страницы "7"	0
59	auto_generated_news_category_pageId_13	Категория для страницы "13"	0
60	auto_generated_news_category_pageId_1	Категория для страницы "1"	0
61	auto_generated_news_category_pageId_78	Категория для страницы "78"	0
62	auto_generated_news_category_pageId_79	Категория для страницы "79"	0
63	auto_generated_news_category_pageId_401	Категория для страницы "401"	0
64	auto_generated_news_category_pageId_80	Категория для страницы "80"	0
65	auto_generated_news_category_pageId_81	Категория для страницы "81"	0
66	auto_generated_news_category_pageId_82	Категория для страницы "82"	0
67	auto_generated_news_category_pageId_83	Категория для страницы "83"	0
68	auto_generated_news_category_pageId_84	Категория для страницы "84"	0
69	auto_generated_news_category_pageId_85	Категория для страницы "85"	0
70	auto_generated_news_category_pageId_86	Категория для страницы "86"	0
71	auto_generated_news_category_pageId_402	Категория для страницы "402"	0
72	auto_generated_news_category_pageId_171	Категория для страницы "171"	0
73	auto_generated_news_category_pageId_172	Категория для страницы "172"	0
74	auto_generated_news_category_pageId_403	Категория для страницы "403"	0
75	auto_generated_news_category_pageId_245	Категория для страницы "245"	0
76	auto_generated_news_category_pageId_434	Категория для страницы "434"	0
77	auto_generated_news_category_pageId_329	Категория для страницы "329"	0
78	auto_generated_news_category_pageId_435	Категория для страницы "435"	0
79	auto_generated_news_category_pageId_436	Категория для страницы "436"	0
80	auto_generated_news_category_pageId_437	Категория для страницы "437"	0
81	auto_generated_news_category_pageId_360	Категория для страницы "360"	0
82	auto_generated_news_category_pageId_158	Категория для страницы "158"	0
83	auto_generated_news_category_pageId_237	Категория для страницы "237"	0
84	auto_generated_news_category_pageId_195	Категория для страницы "195"	0
85	auto_generated_news_category_pageId_194	Категория для страницы "194"	0
86	auto_generated_news_category_pageId_438	Категория для страницы "438"	0
87	auto_generated_news_category_pageId_439	Категория для страницы "439"	0
88	auto_generated_news_category_pageId_187	Категория для страницы "187"	0
89	auto_generated_news_category_pageId_251	Категория для страницы "251"	0
90	auto_generated_news_category_pageId_274	Категория для страницы "274"	0
91	auto_generated_news_category_pageId_272	Категория для страницы "272"	0
92	auto_generated_news_category_pageId_150	Категория для страницы "150"	0
93	auto_generated_news_category_pageId_440	Категория для страницы "440"	0
94	auto_generated_news_category_pageId_309	Категория для страницы "309"	0
95	auto_generated_news_category_pageId_180	Категория для страницы "180"	0
96	auto_generated_news_category_pageId_98	Категория для страницы "98"	0
97	auto_generated_news_category_pageId_92	Категория для страницы "92"	0
98	auto_generated_news_category_pageId_278	Категория для страницы "278"	0
99	auto_generated_news_category_pageId_303	Категория для страницы "303"	0
100	auto_generated_news_category_pageId_89	Категория для страницы "89"	0
101	auto_generated_news_category_pageId_109	Категория для страницы "109"	0
102	auto_generated_news_category_pageId_101	Категория для страницы "101"	0
103	auto_generated_news_category_pageId_285	Категория для страницы "285"	0
104	auto_generated_news_category_pageId_113	Категория для страницы "113"	0
105	auto_generated_news_category_pageId_177	Категория для страницы "177"	0
106	auto_generated_news_category_pageId_161	Категория для страницы "161"	0
107	auto_generated_news_category_pageId_215	Категория для страницы "215"	0
108	auto_generated_news_category_pageId_152	Категория для страницы "152"	0
109	auto_generated_news_category_pageId_318	Категория для страницы "318"	0
110	auto_generated_news_category_pageId_106	Категория для страницы "106"	0
111	auto_generated_news_category_pageId_175	Категория для страницы "175"	0
112	auto_generated_news_category_pageId_148	Категория для страницы "148"	0
113	auto_generated_news_category_pageId_163	Категория для страницы "163"	0
114	auto_generated_news_category_pageId_100	Категория для страницы "100"	0
115	auto_generated_news_category_pageId_212	Категория для страницы "212"	0
116	auto_generated_news_category_pageId_276	Категория для страницы "276"	0
117	auto_generated_news_category_pageId_93	Категория для страницы "93"	0
118	auto_generated_news_category_pageId_111	Категория для страницы "111"	0
119	auto_generated_news_category_pageId_286	Категория для страницы "286"	0
120	auto_generated_news_category_pageId_281	Категория для страницы "281"	0
121	auto_generated_news_category_pageId_104	Категория для страницы "104"	0
122	auto_generated_news_category_pageId_168	Категория для страницы "168"	0
123	auto_generated_news_category_pageId_277	Категория для страницы "277"	0
124	auto_generated_news_category_pageId_283	Категория для страницы "283"	0
125	auto_generated_news_category_pageId_88	Категория для страницы "88"	0
126	auto_generated_news_category_pageId_160	Категория для страницы "160"	0
127	auto_generated_news_category_pageId_167	Категория для страницы "167"	0
128	auto_generated_news_category_pageId_102	Категория для страницы "102"	0
129	auto_generated_news_category_pageId_169	Категория для страницы "169"	0
130	auto_generated_news_category_pageId_176	Категория для страницы "176"	0
131	auto_generated_news_category_pageId_257	Категория для страницы "257"	0
132	auto_generated_news_category_pageId_255	Категория для страницы "255"	0
133	auto_generated_news_category_pageId_288	Категория для страницы "288"	0
134	auto_generated_news_category_pageId_107	Категория для страницы "107"	0
135	auto_generated_news_category_pageId_103	Категория для страницы "103"	0
136	auto_generated_news_category_pageId_232	Категория для страницы "232"	0
137	auto_generated_news_category_pageId_249	Категория для страницы "249"	0
138	auto_generated_news_category_pageId_240	Категория для страницы "240"	0
139	auto_generated_news_category_pageId_248	Категория для страницы "248"	0
140	auto_generated_news_category_pageId_197	Категория для страницы "197"	0
141	auto_generated_news_category_pageId_153	Категория для страницы "153"	0
142	auto_generated_news_category_pageId_209	Категория для страницы "209"	0
143	auto_generated_news_category_pageId_183	Категория для страницы "183"	0
144	auto_generated_news_category_pageId_246	Категория для страницы "246"	0
145	auto_generated_news_category_pageId_143	Категория для страницы "143"	0
146	auto_generated_news_category_pageId_287	Категория для страницы "287"	0
147	auto_generated_news_category_pageId_243	Категория для страницы "243"	0
148	auto_generated_news_category_pageId_233	Категория для страницы "233"	0
149	auto_generated_news_category_pageId_94	Категория для страницы "94"	0
150	auto_generated_news_category_pageId_184	Категория для страницы "184"	0
151	auto_generated_news_category_pageId_253	Категория для страницы "253"	0
152	auto_generated_news_category_pageId_258	Категория для страницы "258"	0
153	auto_generated_news_category_pageId_208	Категория для страницы "208"	0
154	auto_generated_news_category_pageId_282	Категория для страницы "282"	0
155	auto_generated_news_category_pageId_99	Категория для страницы "99"	0
156	auto_generated_news_category_pageId_112	Категория для страницы "112"	0
157	auto_generated_news_category_pageId_146	Категория для страницы "146"	0
158	auto_generated_news_category_pageId_235	Категория для страницы "235"	0
159	auto_generated_news_category_pageId_90	Категория для страницы "90"	0
160	auto_generated_news_category_pageId_127	Категория для страницы "127"	0
161	auto_generated_news_category_pageId_254	Категория для страницы "254"	0
162	auto_generated_news_category_pageId_164	Категория для страницы "164"	0
163	auto_generated_news_category_pageId_214	Категория для страницы "214"	0
164	auto_generated_news_category_pageId_256	Категория для страницы "256"	0
165	auto_generated_news_category_pageId_247	Категория для страницы "247"	0
166	auto_generated_news_category_pageId_320	Категория для страницы "320"	0
167	auto_generated_news_category_pageId_170	Категория для страницы "170"	0
168	auto_generated_news_category_pageId_159	Категория для страницы "159"	0
169	auto_generated_news_category_pageId_181	Категория для страницы "181"	0
170	auto_generated_news_category_pageId_179	Категория для страницы "179"	0
171	auto_generated_news_category_pageId_166	Категория для страницы "166"	0
172	auto_generated_news_category_pageId_182	Категория для страницы "182"	0
173	auto_generated_news_category_pageId_87	Категория для страницы "87"	0
174	auto_generated_news_category_pageId_210	Категория для страницы "210"	0
175	auto_generated_news_category_pageId_213	Категория для страницы "213"	0
176	auto_generated_news_category_pageId_284	Категория для страницы "284"	0
177	auto_generated_news_category_pageId_280	Категория для страницы "280"	0
178	auto_generated_news_category_pageId_236	Категория для страницы "236"	0
179	auto_generated_news_category_pageId_242	Категория для страницы "242"	0
180	auto_generated_news_category_pageId_250	Категория для страницы "250"	0
181	auto_generated_news_category_pageId_162	Категория для страницы "162"	0
182	auto_generated_news_category_pageId_91	Категория для страницы "91"	0
183	auto_generated_news_category_pageId_131	Категория для страницы "131"	0
184	auto_generated_news_category_pageId_165	Категория для страницы "165"	0
185	auto_generated_news_category_pageId_234	Категория для страницы "234"	0
186	auto_generated_news_category_pageId_207	Категория для страницы "207"	0
187	auto_generated_news_category_pageId_199	Категория для страницы "199"	0
188	auto_generated_news_category_pageId_95	Категория для страницы "95"	0
189	auto_generated_news_category_pageId_241	Категория для страницы "241"	0
190	auto_generated_news_category_pageId_211	Категория для страницы "211"	0
191	auto_generated_news_category_pageId_178	Категория для страницы "178"	0
192	auto_generated_news_category_pageId_129	Категория для страницы "129"	0
193	auto_generated_news_category_pageId_252	Категория для страницы "252"	0
194	auto_generated_news_category_pageId_110	Категория для страницы "110"	0
195	auto_generated_news_category_pageId_259	Категория для страницы "259"	0
196	auto_generated_news_category_pageId_96	Категория для страницы "96"	0
197	auto_generated_news_category_pageId_238	Категория для страницы "238"	0
198	auto_generated_news_category_pageId_239	Категория для страницы "239"	0
199	auto_generated_news_category_pageId_319	Категория для страницы "319"	0
200	auto_generated_news_category_pageId_105	Категория для страницы "105"	0
